record_id,title,author,date,place,country,language,publisher,genre,n_annotations
14808879,"Three Years in Savage Africa ... With an introduction by H. M. Stanley, M.P. With 100 illustrations and 5 maps, etc [With a portrait.]","Decle, Lionel",1898,London,England,English,Methuen,Non-fiction,3
14808918,"Summer days in Auvergne. By H. de K [i.e. H. de Kantzow], etc","De Kantzow, Herbert",1875,London,England,English,Richard Bentley,Non-fiction,3
14808972,"The Making of Birmingham: being a history of the rise and growth of the Midland metropolis ... With ... illustrations, etc","Dent, Robert Kirkup",1894,Birmingham  London,England,English,"J. L. Allday ; Simpkin, Marshall",Non-fiction,3
14809029,"On the Equator [An account of travels, mainly in Borneo. With plates.] By H. De W [i.e. Harry De Windt.]",,1882,London,England,English,Cassell,Non-fiction,3
14809038,The Dudleys [A novel.],"Dewsland, Edgar",1859,London,England,English,James Blackwood,Fiction,3
14809136,A Vicar's Wife,"Dickinson, Evelyn",1892,London,England,English,Methuen,Fiction,5
14809137,Yorkshire Life and Character: a Craven village sixty years ago,"Dickinson, Isaac W.",1894,Hull  London,England,English,"Simpkin, Marshall ; William Andrews",Non-fiction,4
14809157,A Woman's Cross,"Diehl, Alice Mangold",1896,London,England,English,"Digby, Long",Fiction,3
14809169,"Eccelino da Romano, surnamed the Tyrant of Padua. A poem, in twelve books","Dillon, afterwards Dillon Lee, Henry Augustus, Viscount Dillon",1828,London,England,English,E. Lloyd,Fiction,3
14809185,"The New Far East ... With twelve illustrations, etc","Diósy, Arthur",1898,London,England,English,Cassell,Non-fiction,3
14809206,"Circassia; or, a Tour to the Caucasus","Ditson, George Leighton",1850,New York,United States of America,English,,Non-fiction,3
14809238,Travels in Kamtchatka and Siberia; with a narrative of a residence in China,"Dobell, Peter",1830,London,England,English,,Non-fiction,5
14809253,"The D.'s Wife. By the author of 'Lady Audley's Secret,' etc [Miss M. E. Braddon.]",,1865,London,England,English,,Fiction,5
14809355,For Mrs. Grundy's Sake. A novel,"Douglas, Maud Isidore",1893,London,England,English,Digby & Long,Fiction,5
14809371,A Girl in the Karpathians. Fourth Edition,"Dowie, afterwards Norman, afterwards Fitzgerald, Ménie Muriel",1891,London,England,English,G. Philip,Non-fiction,5
14809522,The Duchess : A domestic romance,"Rymer, James Malcolm",1852,London,England,English,E. Lloyd,Fiction,3
14809538,"Notes of an Indian Journey, etc","Grant Duff, Mountstuart E. (Mountstuart Elphinstone), Sir",1876,London,England,English,,Non-fiction,3
14809630,"A Polish Conspiracy; or, a Wandering Star [A novel.]","Du Tertre, Fanny",1893,London,England,English,Sampson Low,Fiction,3
14809639,South Australia and its mines; with an historical sketch of the colony,"Dutton, Francis",1846,London,England,English,,Non-fiction,3
14809660,Pride and its Prisoners. By A. L. O. E [i.e. Miss C. Tucker.],A. L. O. E.,1860,London,England,English,,Fiction,3
14809808,Half-Way. An Anglo-French Romance ... New and revised edition,"Edwards, Matilda Barbara Betham",1889,London,England,English,Sampson Low,Fiction,5
14809816,Now or Never,"Edwards, Matilda Barbara Betham",1859,Edinburgh,Scotland,English,,Fiction,5
14809877,The Cyanide Process for the extraction of gold and its practical application on the Witwatersrand Gold Fields in South Africa,"Eissler, Manuel",1895,London,England,English,Crosby Lockwood,Non-fiction,5
14809915,"A Naturalist in Mid-Africa, being an account of a journey to the Mountains of the Moon and Tanganyika","Elliot, George Francis Scott",1896,London,England,English,A. D. Innes,Non-fiction,5
14810180,A Tale that is Told,"Escombe, Edith",1893,London,England,English,"Eden, Remington",Fiction,5
14810190,Recollections of my early days; and Mabel Emslie. By Esperance,,1857,London,England,English,,Fiction,5
14810223,"A Tour through Italy, exhibiting a view of its Scenery, its Antiquities, and its Monuments; particularly as they are objects of Classical Interest ... with an account of the present state of its cities and towns and occasional observations on the recent spoliations of the French. 3 vol. (Vol. III. A Classical Tour through Italy and Sicily; tending to illustrate some districts which have not been described by Mr. Eustace in his classical tour. By Sir R. Colt Hoare.)","Eustace, John Chetwode",1815,London,England,English,,Non-fiction,5
14810234,St. Elmo. A novel,"Evans, afterwards Wilson, Augusta Jane",1889,London,England,English,"Ward, Lock",Fiction,5
14810325,Mademoiselle Ixe di Lanoe Falconer. (Traduzione di Aster.) La Mano dello spettro di Wilkie Collins. (Traduzione di Lida Cerracchini.) [(Seconda edizione.)],"Falconer, Lanoe, pseudonym [i.e. Mary Elizabeth Hawker]",1895,Milano,Italy,Italian,,Non-fiction,1
14810331,A History of Old Middlesbrough,"Fallows, William",1861,Newcastle upon Tyne,,English,J. G. Forster,Non-fiction,3
14810337,"A Family Story, a comedy in five acts [and in prose] ; of which a few copies only have been printed, for the private use of the author",,1814,Manchester,,English,,Fiction,4
14810349,A Cardinal Sin. A story. By Hugh Conway (F. J. F.) ... Fifth edition,"Fargus, Frederick John",1888,London,England,English,Remington,Fiction,3
14810403,"How he Died, and other poems","Farrell, John, of Sydney",1887,Sydney,,English,Turner & Henderson,Fiction,4
14810417,"Rambling notes and reflections, suggested during a visit to Paris in the winter of 1826-1827","Faulkner, Arthur Brooke, Sir",1827,London,England,English,,Non-fiction,5
14810447,'The Root of all Evil.' A farmhouse tragedy of thirty years ago [A novel.],"Fearon, Alec",1888,London,England,English,Sonnenschein,Fiction,5
14810498,Nurse Elisia [A novel.],"Fenn, George Manville",1892,London,England,English,Hurst & Blackett,Fiction,5
14810539,Music Hath Charms [A novel.],"Ferguson, V. Munro",1894,London,England,English,Osgood & McIlvaine,Fiction,5
14810558,Claud Brennan [A novel.],"Ferrars, John",1893,Bristol,England,English,J. W. Arrowsmith,Fiction,4
14810593,The Secret of Fontaine-la-Croix [A novel.],"Field, Margaret",1889,London,England,English,America ; F. V. White,Fiction,3
14810787,Personal Narrative of three years' service in China,"Fisher, Arthur A'Court",1863,London,England,English,,Non-fiction,3
14810800,"A Pastor's Memorial of Egypt, the Red Sea, the Wildernesses of Sin and Paran, Mount Sinai, Jerusalem, etc","Fisk, George, Reverend",1843,London,England,English,,Non-fiction,3
14810805,Jack's Partner and other stories ... With introduction by J. Hatton,"Fiske, Stephen",1894,London,England,English,Gay & Bird,Fiction,5
14810923,"Rachel's Romance; or, the Countess Otto","Fogerty, J.",1894,London,England,English,Diprose & Bateman,Fiction,4
14810924,"Arabistan: or the Land of 'The Arabian Nights.' Being travels through Egypt, Arabia, and Persia, to Bagdad ... With an introduction by Bayard Taylor [Illustrated.]","Fogg, William Perry",1875,London,England,English,Sampson Low,Non-fiction,3
14810938,"Narrative of a Mission to India, and the countries bordering on the Persian Gulf, by way of the Red Sea [Translated from the French.]","Fontanier, V.",1844,London,England,English,,Non-fiction,5
14811009,"Norway in 1848 and 1849: containing rambles among the fjelds and fjords of the central and western districts and including remarks on its political, military, ecclesiastical and social organization. With extracts from the Journals of M. S. Biddulph","Forester, Thomas",1850,London,England,English,,Non-fiction,3
14811107,The Fox and the Goose. A tale of the Curragh of Kildare. By the author of 'Spavin Hall.',,1887,Edinburgh  London,England  Scotland,English,Ward & Downey,Fiction,3
14811130,"Two Sketches of France, Belgium, and Spa, in two tours during the summers of 1771 and 1816; with a portrait of Napoleon's guide at Waterloo. By the author of Letters from Paris in 1802, 3 [i.e. Stephen Weston]",France,1817,London,England,English,,Non-fiction,4
14811146,An historical sketch of Watertown in Massachusetts from the first settlement of the town to the close of its second century,"Francis, Convers",1830,Cambridge  Massachusetts,,English,,Non-fiction,4
14811173,The Jews in the East [An abridged translation from the German of L. A. F.'s 'Nach Jerusalem!'] By P. Beaton,"Frankl, Ludwig August",1859,London,England,English,,Non-fiction,3
14811204,The Brown Ambassador. A story of the three days' moon,"Fraser, Hugh, Mrs",1895,London  New York,England  United States of America,English,Macmillan,Fiction,5
14811209,The Whaups of Durley [A novel.],"Fraser, William C.",1895,London,England,English,T. F. Unwin,Fiction,5
14811225,The Return of the O'Mahony. A romantic fantasy ... With illustrations,"Frederic, Harold",1893,London,England,English,W. Heinemann,Fiction,4
14811287,History of the parishes of East and West Ham ... Edited and revised by G. Pagenstecher,"Fry, Katharine",1888,London,England,English,,Non-fiction,4
14811348,In Northern Spain ... With map and eighty-nine illustrations,"Gadow, Hans",1897,London,England,English,A. & C. Black,Non-fiction,5
14811391,Views of Society and Manners in the North of Ireland; in a series of letters written in the year 1818,"Gamble, John, of Strabane",1819,London,England,English,,Non-fiction,3
14811445,Warped [A novel.],"Garth, John",1893,London,England,English,Digby & Long,Fiction,5
14811478,Drifting under the Southern Cross. An Australian romance,"Gay, Ellerton",1890,London,England,English,Gordon & Gotch,Fiction,3
14811485,The Maiden of the Iceberg. A tale in verse,"Gaye, Selina",1867,London,England,English,,Fiction,5
14811583,"In Pastures Green, and other stories","Gibbon, Charles",1880,London,England,English,Chatto & Windus,Fiction,4
14811604,Sketches in Egypt,"Gibson, Charles Dana",1899,London  New York,England  United States of America,English,Harper,Non-fiction,3
14811717,"True as Steel ... Translated by H. Frith [from 'L'Oncle Placide'], etc","Girardin, Jules Marie Alfred",1884,London,England,English,G. Routledge,Fiction,4
14811757,"Germany, Bohemia, and Hungary, visited in 1837","Gleig, G. R. (George Robert)",1830,London,England,English,,Non-fiction,5
14811786,Il Mal Occhio; or the Evil Eye [A story.],"Godkin, Georgina Sarah",1894,London,England,English,Swan Sonnenschein,Fiction,3
14811888,"Lights & Shades of Hill Life in the Afghan and Hindu Highlands of the Punjab. A contrast ... With maps and illustrations, etc","Gore, Frederick St. John",1895,London,England,English,John Murray,Non-fiction,3
14811927,"Germany, present and past","Baring-Gould, S. (Sabine)",1879,London,England,English,C. Kegan Paul,Non-fiction,5
14811997,"Bush-Life in Queensland; or, John West's colonial experiences","Grant, A. C.",1881,Blackwood  Edinburgh  London,England  Scotland,English,,Fiction,3
14812012,Paris and its People,"Grant, James",1844,London,England,English,,Non-fiction,5
14812013,"Records of a Run through Continental Countries, embracing Belgium, Holland, Germany, Switzerland, Savoy, and France","Grant, James",1853,London,England,English,,Non-fiction,5
14812115,Sketches in Greece and Turkey; with the present condition and future prospects of the Turkish Empire [By W. R. Greg.],Greece,1833,London,England,English,,Non-fiction,3
14812134,"Little Lady Clare, etc","Everett-Green, Evelyn",1888,London,England,English,Blackie,Fiction,3
14812146,The Sign of the Red Cross: a tale of Old London,"Everett-Green, Evelyn",1896,London,England,English,T. Nelson,Fiction,3
14812154,Poems,"Green, Kathleen Haydn",1899,London,England,English,Dean,Fiction,5
14812156,Pictures from Bible Lands drawn with pen and pencil. Edited by S. G. G. The illustrations by E. Whymper and other ... artists,"Green, Samuel Gosnell",1879,London,England,English,Religious Tract Society,Non-fiction,5
14812179,Haps and mishaps of a tour in Europe,"Greenwood, Grace, pseudonym [i.e. Sara Jane Clarke, afterwards Lippincott]",1854,Boston  Massachusetts,United States of America,English,,Non-fiction,5
14812220,"Geography of Africa south of the Zambesi; ... With three maps, etc","Greswell, William Henry Parr",1892,Oxford,England,English,Clarendon,Non-fiction,5
14812323,Ordnance Gazetteer of Scotland ... New edition. Edited by F. H. Groome,"Groome, Francis Hindes",1894,London,England,English,W. Mackenzie,Non-fiction,3
14812350,"The Americans in their moral, social, and political relations. From the London edition","Grund, Francis J. (Francis Joseph)",1837,Boston  Massachusetts,United States of America,English,,Non-fiction,5
14812351,Aristocracy in America; from the Sketch-book of a German Nobleman [Translated from the German.],"Grund, Francis J. (Francis Joseph)",1839,London,England,English,,Non-fiction,4
14812368,"The Wife of Two Husbands, a musical drama, in three acts. As performed at the Theatre-Royal, Drury-Lane. By J. Cobb, etc. (Taken from 'La Femme à deux maris,' by Guilbert de Pixerècourt [sic] .)","Guilbert De Pixérécourt, René Charles",1803,London,England,English,,Fiction,3
14812409,"Comparative Physical Geography; or the earth in relation to man ... Translated from the French by C. C. Felton, etc","Guyot, Arnold Henri",1850,London,England,English,,Non-fiction,5
14812455,"Allan's Wife, and other tales ... With thirty-four illustrations by Maurice Greiffenhagen and Charles Kerr","Haggard, H. Rider (Henry Rider)",1889,London,England,English,Spencer Blackett,Fiction,5
14812473,Montezuma's Daughter [With illustrations.],"Haggard, H. Rider (Henry Rider)",1893,London,England,English,Longmans,Fiction,3
14812533,"Cupid's Curse, and other tales","Hall, Charles Edmund",1879,London,England,English,,Fiction,3
14812537,"Travels in Canada and the United States, in 1816 and 1817 [With Map.]","Hall, Francis, colonel",1818,London,England,English,,Non-fiction,5
14812538,"Travels in France, in 1818","Hall, Francis, colonel",1819,London,England,English,,Non-fiction,4
14812546,"[Statistics of the West] The West; its soil, surface, and productions","Hall, James, Judge of the Circuit Court of Illinois",1848,Cincinnati,United States of America,English,,Non-fiction,3
14812548,Nursery Songs [Edited and] illustrated by J. Hall,"Hall, Jessie",1893,London,England,English,Marcus Ward,Non-fiction,3
14812560,The book of the Thames,"Hall, S. C. (Samuel Carter)",1877,London,England,English,,Non-fiction,3
14812575,"The Nursery Rhymes of England, obtained principally from oral tradition. Second edition. With additions","Halliwell-Phillipps, J. O. (James Orchard)",1843,London,England,English,,Fiction,4
