TextSnippet	MachineType	Date	Category	Humanness	Animacy	split
"One of the English engineers in the employ of the Czar wrote to Ross Winans, asking him to make an effec tive pile-driver to be used on these works.  Mr. Winans made the pile-driver, and also a locomotive, to be sent to St. Petersburg, and his son Thomas concluded to go there also and show the Russians SAILING-CAR "" ÆOLUS.""  the body of it fifty-three gun-barrel tubes are fixed vertically, through which, and also through the space between the inner and outer boilers, the flame and beat pass from the furnace, which is immediately beneath the inner boiler."	locomotive	1881	machine is inanimate object without agency	0	0	train
"On the inside of the pan is fixed a false bottom of iron, cast either in sections, called "" dies,"" or in one piece which has a diameter somewhat less than that of the pan ; this has an aperture through which rises the central pillar.  The false bottom furnishes the lower grinding surface of the machine.  The muller, forming the upper grinding-surface, is a circular plate of cast-iron, corresponding in size with the false bottom, and having a fiat, conical, or conoidal surface, according to the shape of the pan bottom."	machine	1891	machine is inanimate object without agency	0	0	train
"Then she gave a detailed feminine account of all she had gone through.  How she had had some dif ficulty in getting up-stairs ; how the overlooker had barely glanced at her when she presented herself, and, beckoning to her to follow, had walked up the long room to where a machine was standing idle, and said, "" this is your machine.""  Then to the workwoman at the next table, ""Miss Matching, show Miss Vickers how to begin her work."""	machine	1868	machine is inanimate object without agency	0	0	train
She held out her hand, which he took and pressed warmly.  The guard whistled, the engine replied, and the train rolled slowly out of the station.  Herbert returned to his dogcart, which he had left in charge of a porter, and drove rapidly back to Beachville.	engine	1890	machine is agent (mental state)	1	1	train
"An extremely disagreeable circumstance occurred shortly before the period which is usually allowed to men in their unfortunate situation.  The floor of the scaffold, from some previous misarrange ment, gave way, and precipitated into the area of the apparatus, Messrs "" Vilette and Gaffy, the latter a Catholic priest, who attended Clinch, and thc two executioners; Mr. Sheriff Stains had himself a very narrow escape.  Mr. Gaffy being a lusty man was severely hurt, as were both the executioners : Mr Vilette escaped with a slight bruise."	apparatus	1871	machine is inanimate object without agency	0	0	train
I've slipp'd that ere walentine into the post, so now it's off my mind — making love, for the first time, is like goin a svimmin, it's wery awk vard, the first plunge, but it's nothin vhen you're us'd to it.  Now, I've only got to dewote my faculties, to give that ere mulberry-painted, portable engine, Mr. Job Trotter, some compen sation for the trouble he took, to let me know, I didn't know so much as I thought I did-^-I  113 SAM WELLER.	engine	1837	human as a machine	1	1	train
"She is armoured at the middle only, in the most exposed parts.  In other words, her engines and leading guns are protected, while the rest of her hull, though strong, is not armour-covered.  Now, whatever weight of armour this central, or "" box-battery,"" as it has been termed, may have, there is always a continuous belt of iron extending from stem to stern, and protecting the region of the water-line and steering gear, the counter of the ship being carried below the water in order to screen the rudder-head."	engines	1882	machine is inanimate object without agency	0	0	train
"He returned the salu tation of the orange-man, and bowing to me, forthwith produced two scented wash-balls, which he offered for sale, in a rough dissonant jargon, intended for Spanish, but which seemed more like the Valencian or Catalan.  Upon my asking him who he was, the following conversation ensued between us : — "" I am a Swiss of Lucerne, Benedict Mol * by name, once a soldier in the Walloon guard, and now a soap boiler, at your service.""  "" You speak.the language of Spain very imperfectly,"" said I ; "" how long have you been in the country ? """	boiler	1896	other	0	0	train
Major Hockin brought the only fly as yet to be found in Bruntsea, to meet me at Newport, where the railway ended at present, for want of further encouragement.  Very soon you go,' he cried out to the bulkheads, or buffers, or whatever are the things that close the career of a land-engine. '  Station-master, you are very Avise in putting in your very best cabbage plants there.	engine	1877	machine is inanimate object without agency	1	1	train
No farmer carrying his corn to market doubts the sale of it at the market price.  The master of a manufactory no more doubts that he can purchase the human labour necessary for his purposes, than that his machinery wdl act as theyr have been accustomed to act.  But, whilst none have scrupled to admit necessity as influencing matter, many have disputed its dominion over mind.	machinery	1882	machine is agent (purpose/work)	1	1	train
